Métier,Entreprise,Poste,Niveau,Lieu,Salaire,Expérience,Compétences,Description
Business Analyst,BNP Paribas Mission Handicap,Business Analyst / Chef de projet (H/F),Senior,76 - Rouen,Non spécifié,3 An(s),"rest, ia, r, jira","Société d'assurance dommages créée en 2018, Cardif IARD est détenue par BNP Paribas Cardif (66%) et Matmut (34%). Elle propose des assurances Auto, 2 Roues, Habitation, Scolaire et Protection Juridique à destination des clients particuliers de BNP Paribas et, à terme, à d'autres partenaires distributeurs. Elle gère plus de 700 000 contrats, qui sont distribués en omni-canal : agences, sites internet, applis, centres de banque privée, centres de relations clients. Cardif IARD développe également "
Business Analyst,Twenty One Talents,Business Analyst Market Risk (H/F),Non spécifié,75 - Paris 1er Arrondissement,Annuel de 50000.0 Euros à 75000.0 Euros,3 An(s),"excel, rest, r, ia, sql, statistiques","Description: En tant que Business Analyst Market Risk, vous jouerez un rôle clé dans l'analyse et la gestion des risques de marché au sein de la Business Unit.  Vos principales responsabilités seront : • Analyser et modéliser les risques liés aux marchés financiers. • Collaborer étroitement avec les équipes Risk, IT et Métiers pour assurer la cohérence des données et outils. • Participer à l'amélioration des processus et des systèmes liés au Market Risk. • Contribuer à la rédaction des spécifica"
Business Analyst,Labsoft,Business Analyst confirmé (BA/UX) (H/F),Senior,75 - Paris 13e Arrondissement,Non spécifié,Expérience exigée,"excel, go, agile, ia, scrum, r","Depuis plus de 20 ans, LabSoft accompagne les projets de transformation numérique de ses clients avec engagement, proximité et expertise. Présente à Toulouse, Paris, sur l'Arc Atlantique et en Tunisie, notre entreprise compte aujourd'hui plus de 200 collaborateurs. En 2025, LabSoft franchit une nouvelle étape avec l'intégration de Bigso, experte en solutions réseaux et sécurité. Ce rapprochement stratégique renforce notre position sur le marché de la cybersécurité, et nous permet de proposer une"
Business Analyst,Bloom Alternance,ALT Business analyst pilotage commercial Alternance / Apprentissage (H/F),Alternance,29 - Brest,Non spécifié,Débutant accepté,"rest, tableau, go, ia, git, r","Le poste de ALT Business analyst pilotage commercial (H/F) Au sein du service Outils Données Clients et Pilotage Commercial, vous intégrez l'équipe en charge des outils de pilotage des réseaux de caisses locales du Crédit Mutuel de Bretagne et du Crédit Mutuel du Sud-Ouest.  En qualité de  Business analyst pilotage commercial junior H/F, vous interviendrez pendant votre alternance sur les deux activités de l'équipe :  - projet : vous accompagnez les ""product owner"" pour imaginer et faire évoluer"
Business Analyst,NATURES ET DECOUVERTES,Business Analyst /Demand Planner retail (H/F),Senior,78 - Versailles,Non spécifié,2 An(s),"excel, ia, git, r, statistiques","Vous souhaitez concilier commerce, humanisme, engagement, audace et exigence ? Rejoignez Nature & Découvertes ! Créée en 1990, l'entreprise française s'est dotée d'un écosystème réunissant sa Fondation pour la biodiversité et l'éducation à la nature, son centre de formation ainsi qu'une ferme urbaine de permaculture. Certifiée B Corp et société à mission, elle agit au quotidien pour s'inscrire dans un monde plus durable à travers son offre de produits et expériences. Avec plus de 90 magasins en "
Business Analyst,Non spécifié,Business analyst (H/F),Non spécifié,63 - Clermont-Ferrand,Non spécifié,Débutant accepté,"go, ia, scala, api, r","Description du poste : Manpower CLERMONT TERTIAIRE recherche pour son client, un acteur du secteur pharmaceutique, un Business analyst IT (H/F) sur un poste de Solution Owner IT Intégré/e sein du service Solutions de le DSI et rattaché au Responsable Applicatif, voici les missions principales : -Vous garantissez la continuité de service sur les applications du périmètre - Vous gérez le cycle de vie des solutions : vous pilotez l'analyse du besoin, vous contribuez au projet d'implémentation, vous"
Business Analyst,Non spécifié,Business analyst (H/F),Senior,59 - Lezennes,Non spécifié,6 An(s),"power bi, dash, go, bigquery, agile, ia, git, scrum, r, statistiques","Description du poste : En tant que Business Data Leader Seconde Main, tu porteras la vision data de ce pilier stratégique de la transformation de Kiabi. Ton rôle sera d'aligner, activer et structurer les efforts data autour des enjeux liés à la seconde main, à l'économie circulaire, à la plateforme Beebs by Kiabi, et aux nouveaux modèles hybrides (neuf + occasion). Depuis le Kiabi Village (à Lezennes), tu seras le chef d'orchestre data de ces transformations, en lien direct et étroit avec les éq"
Business Analyst,Non spécifié,Business analyst (H/F),Senior,69 - Chaponnay,Non spécifié,3 An(s),"power bi, rest, ia, r","Description du poste : Si pour vous le paradis ressemble à un immense potager sans fin, rejoignez-nous. Au programme, des missions aux petits oignons :***Analyser la performance des ventes des différentes gammes de produits et évaluer l'impact des actions commerciales , * Accompagner les opérationnels dans le pilotage de leur activité en identifiant et proposant des optimisations afin de maximiser la performance commerciale de l'entreprise, * Être garant de la méthodologie d' analyse du mix prod"
Business Analyst,Non spécifié,Business analyst (H/F),Non spécifié,69 - Limonest,Non spécifié,3 An(s),"excel, rest, python, ia, r","Description du poste : Nous recrutons en CDD de 6 mois, un(e) : CHARGE DE SECTORISTATION / BUSINESS ANALYST H/F Poste basé à Limonest (69) ou bien à Dieppe (76) Votre mission  : La Sectorisation :***Cartographie & modélisation :   - Produire les cartes commerciales, à jour et lisibles   - Définir les critères de découpage (potentiel client, géographie, charge de travail, typologie de clients.) * Affectation et réajustement :   - Gérer les affectations clients / prospects selon les règles définie"
Business Analyst,Forums Talents Handicap,Business Analyst Marchés de Capitaux (H/F),Senior,75 - Paris 1er Arrondissement,Non spécifié,3 An(s),"excel, go, agile, ia, api, r","Rejoignez la BRED Banque Populaire  : une banque coopérative conquérante, humaine et engagée En tant que banque de proximité engagée sur ses territoires, nous soutenons activement le développement de nos territoires en Île-de-France, en Normandie et Outre-Mer avec un réseau de 411 implantations en France et à l'international, à travers nos filiales en Asie du Sud-Est, dans le Pacifique Sud, en Afrique et en Suisse.Nos activités et nos expertises nous permettent d'accompagner durablement nos clie"
Business Analyst,BNP Paribas,Business Analyst - Reporting Réglementaire (H/F),Senior,93 - Montreuil,Non spécifié,1 An(s),"java, agile, r, scrum, sql","Au quotidien, ça donne quoi ?  Vous rejoindrez l'équipe IT Regulatory Transaction Reporting qui a en charge la maintenance et les évolutions de plusieurs applications Java développées en interne. Ces applications ont pour objectif d'assurer le Reporting règlementaire des transactions financières CIB sur les périmètres Europe, Asie et Amérique du Nord. Les régimes couverts les plus important parmi ceux supportés sont : EMIR, MIFID2, FCA EMIR and FCA MIFID2, Finfrag, Dodd-Frank, Canada, HKMA, MAS,"
Business Analyst,JEMS,Business Analyst H/F,Senior,75 - Paris,Annuel de 40000.0 Euros à 60000.0 Euros,Expérience exigée,"agile, go, r","RESPONSABILITÉS :   Nous recherchons un(e) Business Analyst confirmé(e) capable d'accompagner nos clients dans la définition des besoins métiers, au niveau fonctionnel. Vous aurez la charge de :  • Récolter et analyser les besoins exprimés par les lignes de métier concernées  • Rédiger les spécifications fonctionnelles de manière itérative selon la méthodologie Agile  • Effectuer les activités d'analyse fonctionnelle, dans le cadre des différents projets d'évolution et de maintenance liés aux so"
Business Analyst,CNAV,CNAV - Business analyst (H/F),Senior,75 - Paris 19e Arrondissement,Annuel de 43000.0 Euros à 55000.0 Euros sur 12.0 mois,10 An(s),"agile, excel, ia, r","Notre DSI recrute un/ une Analyste fonctionnel avec de l'expérience au sein du domaine « Identification »  pour sa Direction du Patrimoine et de l'Expertise SI (DPESI) sur notre site de Paris 19ème. Au sein de la Direction des Systèmes d'Informations (DSI), la Direction du Patrimoine et de l'Expertise des Systèmes d'Informations (DPESI) est structurée autour de lignes métiers constituées de ressources Cnav et Carsat ainsi que d'un pôle Technique Etudes et Développements Cnav. Les ressources de l"
Business Analyst,Non spécifié,Business Analyst F/H (H/F),Non spécifié,59 - Villeneuve-d'Ascq,Non spécifié,Débutant accepté,"excel, r","Auchan Retail France, une entreprise de distribution de plus de  collaborateurs au service de millions de clients chaque année.Ce que nous voulons, c'est aider nos clients à bien manger et vivre mieux, tout en préservant la planète.Que l'on soit en entrepôt, en magasin ou sur des fonctions support, notre point commun à tous, c'est de faire en sorte que nos clients aient plaisir à faire leurs courses chez nous.Parce que nos collaborateurs sont aussi nos premiers clients, nous veillons chaque jour"
Business Analyst,Non spécifié,Business analyst (H/F),Senior,69 - Lyon,Non spécifié,Débutant accepté,r,Nous recherchons un Business Analyst expérimenté pour rejoindre notre équipe projet et jouer un rôle clé entre les équipes métier et les équipes techniques. Vous contribuerez à la réussite de projets stratégiques en garantissant la bonne traduction des besoins fonctionnels en solutions concrètes.   Missions principales:
Business Analyst,Non spécifié,Business Analyst SAP Fi H/F,Senior,France,Non spécifié,Débutant accepté,r,"Contexte du poste  Dans le cadre d'un projet de transformation et d'optimisation des processus financiers, nous recherchons un(e) consultant(e) fonctionnel(le) SAP Finance confirmé(e). La mission s'intègre dans une démarche d'amélioration continue et de modernisation des outils de gestion comptable et de trésorerie. Le poste est rattaché à une équipe de projet dédiée et implique une collaboration étroite avec les équipes métiers Finance.   Objectif du poste  Le/la consultant(e) fonctionnel(le) S"
Business Analyst,Non spécifié,Business Analyst Comptabilité H/F,Non spécifié,69 - Lyon,Non spécifié,Débutant accepté,"excel, r","Dans le cadre d'un recrutement en CDI, nous recherchons un Business Analyst Comptabilité H/F pour renforcer notre pôle d'excellence « Consulting ».  Vous intégrez une équipe composée de 4 personnes qui s'occupe de la refonte d'un logiciel de comptabilité.   A ce titre, vos missions sont les suivantes :"
Business Analyst,Non spécifié,Business Analyst Flux de valeurs (H/F),Non spécifié,63 - Clermont-Ferrand,Non spécifié,Débutant accepté,"r, oracle","Contenu de la mission :  Intégré au sein d'un gros programme de transformation des opérations et de la supply-chain, vous intégrerez les équipes business qui déploient l'ERP Oracle E-business pour les process O2C (De la commande à l'encaissement après exécution)."
Business Analyst,AMILTONE,Business Analyst (H/F),Non spécifié,13 - Aix-en-Provence,Non spécifié,Expérience exigée,"scrum, r, git","Qui sommes-nous ? Nous sommes passionnés par les nouvelles technologies, et vous ?  Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale. Pourquoi choisir Amiltone   Amiltone, plus qu'une entreprise, un état d'esprit ! Notre objectif ? Votre épanouissement professionnel ! Nous avons à cœur de : Vous accompagner au mieux au t"
Business Analyst,Non spécifié,Business Analyst - Catalogue numérique (H/F),Non spécifié,74 - Annecy,Non spécifié,Débutant accepté,"r, git","Assurer le lien entre les équipes métier, la DSI et les partenaires techniques pour concevoir, piloter et faire évoluer les solutions SI liées aux catalogues numériques et au logiciel d'aménagement d'espace InSitu, dans le cadre d'un programme de transformation digitale. L'objectif est de garantir la cohérence fonctionnelle et technique des outils, la qualité des données, et l'adoption des nouveaux processus par les utilisateurs.  Missions principales  Recueillir et formaliser les besoins métier"
Business Analyst,Non spécifié,Business Analyst (H/F),Non spécifié,74 - Annecy,Non spécifié,Débutant accepté,r,"Business Analyst avec 5 ans d'expérience minimum, pour travailler sur les activités suivantes :"
Business Analyst,AMILTONE,Business Analyst (H/F),Non spécifié,33 - Bordeaux,Non spécifié,Expérience exigée,"scrum, r, git","Qui sommes-nous ? Nous sommes passionnés par les nouvelles technologies, et vous ?  Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale. Pourquoi choisir Amiltone   Amiltone, plus qu'une entreprise, un état d'esprit ! Notre objectif ? Votre épanouissement professionnel ! Nous avons à cœur de : - Vous accompagner au mieux au"
Business Analyst,Non spécifié,Business analyst IT H/F,Non spécifié,06 - Valbonne,Non spécifié,Débutant accepté,"r, git","#LI-LP2  Située dans le magnifique cadre des Alpes-Maritimes, notre entreprise innovante est à la pointe des solutions technologiques. Nous offrons des services de transformation digitale et travaillons sur des projets de grande envergure à l'échelle nationale et internationale. Afin de renforcer notre équipe, nous recherchons un Business Analyst IT.  Description du poste : En tant que Business Analyst IT, vous jouerez un rôle clé dans la compréhension des besoins de nos clients et la traduction"
Business Analyst,FMS-EA,Business Analyst Junior (H/F),Junior,17 - Mérignac,Non spécifié,Débutant accepté,"go, r, git","Description du poste: Intégré au projet client et à l'équipe FMS, vous participez à l'exécution et  au déploiement de process TPTRM.  Vous approfondissez votre savoir-faire méthodologique, développez vos connaissances sur le domaine de la gestion des risques et des tiers IT. Le process TPTRM encadre le pilotage et le suivi des risques IT émanant des fournisseurs, il couvre les projets existants et les nouveaux projets. Les fournisseurs sont regroupés par Tribe et par pays. Les activités TPTRM so"
Business Analyst,Non spécifié,Business Analyst Retail - Industries et Services - Bordeaux (H/F),Senior,16 - Mérignac,Non spécifié,Débutant accepté,"ia, r","Vous êtes passionné(e) par le secteur Industriel et notamment l'approvisionnement et la supply chain ?Rejoignez l'agence Industries &amp; Services de Bordeaux qui est une équipe de plus de 100 collaborateurs également passionnés, intervenants sur des projets complexes, à enjeux stratégiques et à forte technicité.Leur objectif : accompagner les plus gros retailers de la région dans leur projet de transformation et de déploiement de leurs outils, pour leur permettre de garder une longueur d'avance"
Business Analyst,Non spécifié,Business Analyst - Rodez (H/F),Non spécifié,12 - Rodez,Non spécifié,Débutant accepté,"ia, r, git","Dans le cadre de l'édition de notre solution de Backoffice en Assurances De Personnes, nous souhaitons renforcer nos équipes avec un(e) &#xa0;Business Analyst. Vous intégrez une agence dynamique du bassin toulousain qui compte plus de 200 collaborateurs répartis sur différentes villes de France.&#xa0; L'agence commercialise ses activités auprès de clients appartenant aux secteurs des Assurances au sein de la BU Industrie et Services.&#xa0; Vous êtes en relation avec les métiers, la Maîtrise d'Ou"
Business Analyst,Non spécifié,Business Analyst CRM Dynamics F/H (H/F),Non spécifié,92 - Nanterre,Non spécifié,Débutant accepté,"ia, r","votre rôle Vous intégrez des équipes CRM spécialisées sur l'outil Microsoft Dynamics CRM, partenaire important de Microsoft dans le domaine et plusieurs fois gratifié du titre de ""Président de Club"" donné par l'éditeur. Vos principales missions seront les suivantes : Vous organisez et animez les phases de spécifications fonctionnelles de projets dans le domaine de la Gestion de la Relation Client (GRC/CRM). Vous planifiez avec le client et le chef de projet les ateliers fonctionnels, en définiss"
Business Analyst,Non spécifié,Business Analyst - Banque  H/F - Montpellier,Non spécifié,34 - Montpellier,Non spécifié,Débutant accepté,"agile, r","Contexte de la mission :Viveris accompagne ses clients dans leur transformation numérique en modernisant leurs systèmes d'information. Dans ce cadre, nous recherchons un Business Analyst pour un de nos clients dans le secteur bancaire.Intégré au sein de la Direction des Systèmes d'Information, vous êtes directement rattaché à une équipe Agile composée d'un Product Owner, de développeurs et de testeurs.Ce premier projet est de longue durée, au moins 18 mois. Viveris privilégie des missions longue"
Business Analyst,O2MAX,Business analyst (H/F),Senior,69 - Lyon 7e Arrondissement,Non spécifié,Expérience exigée,"excel, jira, java, big data, agile, ia, scrum, r","O2MAX est une ESN en croissance : 40 collaborateurs, +10 ans d'expérience, et une expertise reconnue en Java, Angular, Cloud, Data et Modern Work.  Historiquement implantés à Lyon, nous accompagnons aujourd'hui nos clients multi-sites à Paris, Rennes et Aix-en-Provence pour renforcer proximité et réactivité.  Notre taille humaine favorise la convivialité, l'agilité et des parcours de carrière sur-mesure : formations, certifications, mobilité entre agences, perspectives de management.  Nos valeur"
Business Analyst,Non spécifié,Business analyst (H/F),Senior,92 - Levallois-Perret,Non spécifié,Débutant accepté,"excel, go, google sheets, ia, r","Description du poste : LHH Recruitment Solutions, cabinet de conseil en recrutement, intérim spécialisé, management de transition, et évaluation d'expert.e.s, cadres et dirigeant.e.s, recrute pour son client un : Expert Workday Security Roles Vous rejoindrez l'équipe « Core HR Security & Consultant Retention » , qui gère le déploiement global de Workday Core HR, des rôles de sécurité, de la gestion de la rémunération et des processus de performance. Vos missions En tant qu'expert des rôles de sé"
Business Analyst,Fed Group,Business Analyst Oracle Cloud Fusion Procurement (H/F),Senior,75 - Paris 17e Arrondissement,Annuel de 75000.0 Euros à 90000.0 Euros,7 An(s),"go, ia, scrum, r, oracle","Fed IT, cabinet entièrement dédié aux recrutements spécialisés sur les métiers de l'informatique (Infra, Data, Développement, MOA, MOE, Management), recherche pour un de ses clients dans le secteur de la santé, un ou une : Business Analyst ERP Oracle Cloud Fusion Procurement (H/F). Le poste est à pourvoir dans le cadre d'un CDI chez le client final. Rattaché au Responsable ERP, vous jouerez un rôle crucial en tant qu'interface principale (IS&T Business Partner) au niveau international entre les "
Business Analyst,GROUPE APICIL,Business analyst sénior (F/H) (H/F),Senior,69 - Lyon 3e Arrondissement,Non spécifié,1 An(s),"excel, go, r, ia","Business analyst sénior (F/H) - req2462     RÉFÉRENCE : req2462  ENTITE : PARCOURS DE VENTE ET PERFORMANCES  TYPE CONTRAT : CDI  RÉMUNÉRATION : 50-60 k€     POSTE À POURVOIR À PARTIR DU : 06/01/2025         ACTIVITÉS PRINCIPALES :  Expertise Parcours de vente & Mise en œuvre et Maintien des Outils d'aide à la vente :   * Gérer les demandes métiers SI et contribuer voire piloter les projets sur son domaine,  * Assurer le support fonctionnel et applicatif auprès des métiers,  * Participer aux trav"
Business Analyst,Manpower,Business Analyst Planification et Prévisions des Ventes H/F,Junior,69 - Lyon 1er Arrondissement,Annuel de 48000.0 Euros à 48000.0 Euros,Expérience exigée,"excel, go, ia, r, statistiques","POSTE : Business Analyst Planification et Prévisions des Ventes H/F DESCRIPTION : Manpower LYON PHARMA recherche pour Notre client, acteur majeur de l'industrie pharmaceutique, recherche un(e) Responsable junior de l'excellence en prévision des ventes. Ce poste stratégique s'inscrit dans une démarche d'optimisation continue des processus de prévision, au service de la performance de la chaîne d'approvisionnement à l'échelle internationale. Rattaché(e) à un manager d'excellence en prévision, vous"
Business Analyst,PAGE PERSONNEL,Business Analyst Market F/H - Marketing (H/F),Alternance,75 - Paris 1er Arrondissement,Non spécifié,3 An(s),"excel, go, ia, git, r","Descriptif du poste:     Rattaché à l'équipe commerciale, le Business Analyst a pour mission principale l'analyse des performances de l'équipe commerciale.  A ce tittre, vos missions sont les suivantes :   * Actualisation et envoie du suivi-commercial à toute la force de vente ; * Actualisation et envoie de la scorecard aux commerciaux et au siège ; * Actualisation et envoie des rapports ""Ad-hoc"" ; * Vérification des budgets ; * Support quotidien aux commerciaux ; * Mise en place de reportings ;"
Business Analyst,Page Personnel,Business Analyst Marketing 92 H/F,Stage,France,Annuel de 39000.0 Euros à 40000.0 Euros sur 6.0 mois,1 An(s),"excel, tableau, power bi, dash, go, r, ia, api, sql","Rattaché à l'équipe Offre Marketing, le Business Data Analyst Marketing sera en charge du suivi de la performance et du développement des outils de reporting. À ce titre, les principales missions seront les suivantes :   * Être le référent opérationnel sur les outils de reporting et répondre aux questions liées aux données et aux KPI,  * Participer à la création et à la mise à jour de dashboards à destination du top management, des équipes catégorie et pays,  * Vérifier la cohérence et la fiabil"
Business Analyst,AMILTONE,Business Analyst (H/F),Non spécifié,79 - Niort,Non spécifié,Expérience exigée,"agile, ia, r, git","Qui sommes-nous ? Nous sommes passionnés par les nouvelles technologies, et vous ?  Rejoindre Amiltone, c'est intégrer des équipes dynamiques et soudées dans le cadre de projets novateurs et ambitieux. Nous relevons les challenges techniques de nos clients et les accompagnons dans leur transformation digitale. Pourquoi choisir Amiltone   Amiltone, plus qu'une entreprise, un état d'esprit ! Notre objectif ? Votre épanouissement professionnel ! Nous avons à cœur de : Vous accompagner au mieux au t"
Business Analyst,Non spécifié,"Business Analyst Microsoft OneDrive, Teams et SharePoint H/F",Non spécifié,69 - Lyon,Non spécifié,Débutant accepté,"r, git","En tant que Business Analyst H/F, vous serez un acteur clé dans la mise en &oelig;uvre de notre stratégie de collaboration (outils collaboratifs de Microsoft/ SharePoint, M365, OneNote, Teams, OneDrive) et de transformation digitale. Vous serez responsable de comprendre les besoins des utilisateurs, d'analyser les écarts entre leurs attentes et les solutions disponibles, et de faciliter l'adoption de nouveaux outils collaboratifs au sein de l'entreprise.  Responsabilités :"
Business Analyst,Non spécifié,Business Analyst H/F,Non spécifié,31 - Colomiers,Non spécifié,Débutant accepté,r,"En tant que Business Analyst, vous serez un véritable pont entre les équipes métiers et les équipes techniques.   Vos principales responsabilités seront :  Recueillir, analyser et formaliser les besoins des métiers.  Rédiger les spécifications fonctionnelles et techniques détaillées.  Identifier les écarts entre les besoins métiers et les solutions existantes.  Collaborer avec les équipes IT et métiers pour concevoir et mettre en &oelig;uvre des solutions adaptées.  Participer à la définition et"
Business Analyst,Non spécifié,Business Analyst PLM H/F,Non spécifié,44 - Nantes,Non spécifié,Débutant accepté,"ia, r","Lieu : 40 min à l'est de Nantes (44) Salaireannuel brut fixe + variable annuel  Rythme : 2 jours de télétravail par semaine à l'issue d'une période d'intégration  Nous recherchons pour notre client, acteur industriel spécialisé, un Business Analyst PLM H/F dans le cadre d'une opportunité de recrutement en CDI.  Poste à pourvoir dès que possible.  VOS MISSIONS : Dans le cadre du déploiement d'un nouvel outil de PLM à l'échelle mondial, votre rôle vise à participer au déploiement global de Teamcen"
Business Analyst,Non spécifié,Stage - Business Analyst - Agile - Transport  - Île-de-France (H/F),Stage,92 - Courbevoie,Non spécifié,Débutant accepté,"java, agile, ia, api, r","Pour le compte de l'un de nos clients du secteur Transport, vous intervenez au sein du Centre de service pour l'accompagner sur ses solutions. Vous êtes encadré par un tuteur et une équipe soudée/dynamique qui vous accompagne dans votre montée en compétences et à la méthodologie AGILE.Votre rôle et missions&#xa0;- Vous participez à des études préalables ou à la conception fonctionnelle de nouvelles évolutions- Vous participez et animez des ateliers d'expression de besoin et des cérémonies agiles"
Business Analyst,Non spécifié,Business Analyst IT H/F,Non spécifié,02 - Saint-Quentin,Non spécifié,Débutant accepté,"r, git","Notre client est un acteur reconnu dans son domaine, engagé dans l'innovation et la digitalisation de ses processus. Vous intégrerez un environnement dynamique où la collaboration entre les équipes métiers et techniques est au cœur des projets.En tant que Business Analyst IT, vous aurez les responsabilités suivantes : Recueillir et analyser les besoins métiers auprès des différentes parties prenantes ; Rédiger des spécifications fonctionnelles détaillées pour les équipes techniques ; Assurer la "
Business Analyst,EGIS,Business Analyst AMOA Junior H/F,Junior,69 - Lyon,Non spécifié,Expérience exigée,"rest, ia, r, git","About Us Egis est un acteur international du conseil, de l'ingénierie de la construction et des services à la mobilité. Nous concevons et exploitons des infrastructures et bâtiments intelligents qui répondent aux défis liés à l'urgence climatique et permettent un aménagement du territoire plus équilibré, durable et résilient.  Présent dans 120 pays, Egis met l'expertise de ses 22 000 collaborateurs au service de ses clients et développe des innovations de pointe à la portée de tous les projets. "
Business Analyst,Non spécifié,Business analyst (H/F),Non spécifié,59 - Villeneuve-d'Ascq,Non spécifié,1 An(s),"excel, dash, ia, r","Description du poste : ✨ Nous sommes. Auchan Retail France, une entreprise de distribution de plus de 50 000 collaborateurs au service de millions de clients chaque année. Ce que nous voulons, c'est aider nos clients à bien manger et vivre mieux, tout en préservant la planète. Que l'on soit en entrepôt, en magasin ou sur des fonctions support, notre point commun à tous, c'est de faire en sorte que nos clients aient plaisir à faire leurs courses chez nous. Parce que nos collaborateurs sont aussi "
Business Analyst,Forums Talents Handicap,"Business analyst / Développeur BI - Lyon, France (H/F)",Senior,69 - Lyon 1er Arrondissement,Non spécifié,3 An(s),"excel, tableau, power bi, go, agile, r, ia, git, scrum, sql","Ce que nous allons accomplir ensemble : Dans le cadre de sa transformation digitale, un acteur clé de son secteur souhaite moderniser ses outils métiers en adoptant la Power Platform. L'objectif est de gagner en efficacité opérationnelle et en qualité de reporting via des solutions personnalisées et automatisées, déployées dans un environnement Agile. Votre tâche (...si vous l'acceptez !) : Vous serez responsable de la traduction des besoins métiers en solutions concrètes via Power Apps, Power B"
Business Analyst,Forums Talents Handicap,Business Analyst (H/F),Non spécifié,75 - Paris 1er Arrondissement,Non spécifié,5 An(s),"go, r","tâche Collecte des besoins et formalisation :Jouer le rôle d'interface entre les utilisateurs Métiers et la Maîtrise d'œuvre.Concevoir une solution fonctionnelle répondant aux attentes des utilisateurs Métiers, dans le respect de l'architecture organisationnelle et fonctionnelle cible :Recueillir l'expression des besoins,Proposer une solution fonctionnelle, en prenant en compte les contraintes techniques potentielles et la faire valider par le Métier,Rédiger les User Stories et le cahier des cha"
Business Analyst,SOLUTEC,AMOA / Business Analyst F/H - Marketing (H/F),Non spécifié,69 - Lyon 9e Arrondissement,Non spécifié,Débutant accepté,"scrum, agile, excel, r","Descriptif du poste:   Au sein d'une équipe projet, vous ferrez le lien entre les équipes métier et les équipes techniques, en traduisant les besoins des utilisateurs en solutions fonctionnelles précises. Plus précisément, vous interviendrez sur les missions suivantes : * Étudier et analyser le besoin du client * Analyser et collecter la donnée (suivi de KPI) * Contribuer à la définition fonctionnelle et la priorisation des besoins * Planifier, préparer et participer aux phases de tests fonction"
Business Analyst,Michael Page,Business Analyst - eFront Product Specialist H/F,Non spécifié,75 - Paris,Annuel de 50000.0 Euros à 60000.0 Euros,1 An(s),"rest, python, go, github, agile, r, ia, git, sql","En tant que Business Analyst - eFront Product Specialist, vos principales missions seront :   * Être l'interlocuteur privilégié des équipes Fund Finance sur eFront Invest,  * Recueillir, analyser et formaliser les besoins fonctionnels et techniques,  * Participer à la modélisation des structures d'investissement et des cashflows,  * Implémenter les évolutions demandées via l'outil et les scripts associés (FrontScript),  * Suivre les développements et assurer les phases de test/recette,  * Docume"
Business Analyst,Accenture France,Business Analyst Epm H/F,Senior,29 - Brest,Non spécifié,Expérience exigée,"excel, dash, go, agile, ia, api, r, oracle","POSTE : Business Analyst Epm H/F DESCRIPTION : A propos de nous : Accenture, c'est une communauté de plus de 730 000 talents et une mission commune : réaliser la promesse technologique alliée à l'ingéniosité humaine. Dans un monde en perpétuel changement, nous accélérons la transformation des plus grandes entreprises, de la stratégie à la réalisation des projets, à l'aide des technologies de demain et dynamisons leur croissance grâce à l'expertise multi-sectorielle de nos experts. Nos recrutemen"
Business Analyst,Non spécifié,Business Analyst Senior - Services Financiers - Ile-de-France (H/F),Senior,75 - Paris,Non spécifié,Débutant accepté,"r, git","Votre rôle et vos missions :Au sein du vertical Services Financiers de Paris, nous accompagnons la transformation digitale d'une des plus grandes banques françaises.Dans le cadre de ce projet à forts enjeux techniques et remplis d'innovation,&#xa0;nous recrutons plusieurs Business Analyst.Votre rôle et vos missions&#xa0;:Vous organisez et animez des ateliers métiers (recueil de besoins fonctionnels et aide à la décision) ;Vous veillez à analyser et comprendre les besoins exprimés par les utilisa"
Business Analyst,Non spécifié,Business Analyst H/F,Senior,France,Non spécifié,Débutant accepté,"sql, r, git, ia","Notre client est spécialisé depuis 25 ans dans l'industrie à destination de grands comptes. Leur activité se découpe en 2 branches (chimie et alimentaire) et il dispose de 5 marques présentes sur tout le territoire national. PME en pleine croissance, il agit dans l'ambition de toujours innover en travaillant en mode collaboratif. Poste basé à l'est de Rennes.Rattaché au Directeur Informatique, vous serez intégré à une équipe collaborative de Développeurs logiciel comme Business Analyste. A ce ti"
Business Analyst,Non spécifié,Business Analyst Confirmé F/H (H/F),Senior,92 - Clichy,Non spécifié,Débutant accepté,"excel, tableau, go, ia, r","Monoprix avance dans la création d'une culture davantage data-driven, dans un contexte de renforcement de la pression concurrentielle et d'accélération de la transformation de l'entreprise.  Vos missions consistentp>1/ Développer une culture analytique et chiffrée au sein de la Direction des OpérationsProposer des suivis /analyses simples avec visualisation ergonomique pour faciliter des prises de décision de la part des opérationnels ;Faire preuve de pédagogie pour former les opérationnels aux "
